Date,Chemical,Crop,Rate,Chemical
4/17/2001,0.0029391,Almond, Max Labeled Rate,Chlorpyrifos
4/18/2001,0.0028873,Almond, Max Labeled Rate,Chlorpyrifos
4/19/2001,0.0028367,Almond, Max Labeled Rate,Chlorpyrifos
4/20/2001,0.0027872,Almond, Max Labeled Rate,Chlorpyrifos
4/21/2001,0.0027383,Almond, Max Labeled Rate,Chlorpyrifos
4/22/2001,0.0026897,Almond, Max Labeled Rate,Chlorpyrifos
4/23/2001,0.0026427,Almond, Max Labeled Rate,Chlorpyrifos
4/24/2001,0.0025961,Almond, Max Labeled Rate,Chlorpyrifos
4/25/2001,0.0025502,Almond, Max Labeled Rate,Chlorpyrifos
4/26/2001,0.0025053,Almond, Max Labeled Rate,Chlorpyrifos
4/27/2001,0.0024609,Almond, Max Labeled Rate,Chlorpyrifos
4/28/2001,0.002417,Almond, Max Labeled Rate,Chlorpyrifos
4/29/2001,0.0023742,Almond, Max Labeled Rate,Chlorpyrifos
4/30/2001,0.0023322,Almond, Max Labeled Rate,Chlorpyrifos
5/1/2001,0.0022908,Almond, Max Labeled Rate,Chlorpyrifos
5/2/2001,0.00225,Almond, Max Labeled Rate,Chlorpyrifos
5/3/2001,0.0022097,Almond, Max Labeled Rate,Chlorpyrifos
5/4/2001,0.0021701,Almond, Max Labeled Rate,Chlorpyrifos
5/5/2001,0.0021308,Almond, Max Labeled Rate,Chlorpyrifos
5/6/2001,0.0020925,Almond, Max Labeled Rate,Chlorpyrifos
5/7/2001,0.0020549,Almond, Max Labeled Rate,Chlorpyrifos
5/8/2001,5.423,Almond, Max Labeled Rate,Chlorpyrifos
5/9/2001,0.12222,Almond, Max Labeled Rate,Chlorpyrifos
5/10/2001,0.0064702,Almond, Max Labeled Rate,Chlorpyrifos
5/11/2001,0.003531,Almond, Max Labeled Rate,Chlorpyrifos
5/12/2001,0.0033967,Almond, Max Labeled Rate,Chlorpyrifos
5/13/2001,0.0033328,Almond, Max Labeled Rate,Chlorpyrifos
5/14/2001,0.0032728,Almond, Max Labeled Rate,Chlorpyrifos
5/15/2001,0.0032135,Almond, Max Labeled Rate,Chlorpyrifos
5/16/2001,0.0031556,Almond, Max Labeled Rate,Chlorpyrifos
5/17/2001,0.0030984,Almond, Max Labeled Rate,Chlorpyrifos
5/18/2001,0.0030417,Almond, Max Labeled Rate,Chlorpyrifos
5/19/2001,0.0029867,Almond, Max Labeled Rate,Chlorpyrifos
5/20/2001,0.002932,Almond, Max Labeled Rate,Chlorpyrifos
5/21/2001,0.002878,Almond, Max Labeled Rate,Chlorpyrifos
5/22/2001,0.0028249,Almond, Max Labeled Rate,Chlorpyrifos
5/23/2001,3.4856,Almond, Max Labeled Rate,Chlorpyrifos
5/24/2001,0.082772,Almond, Max Labeled Rate,Chlorpyrifos
5/25/2001,0.0056392,Almond, Max Labeled Rate,Chlorpyrifos
5/26/2001,0.003663,Almond, Max Labeled Rate,Chlorpyrifos
5/27/2001,5.9155,Almond, Max Labeled Rate,Chlorpyrifos
5/28/2001,0.14092,Almond, Max Labeled Rate,Chlorpyrifos
5/29/2001,0.0084862,Almond, Max Labeled Rate,Chlorpyrifos
5/30/2001,0.0051166,Almond, Max Labeled Rate,Chlorpyrifos
5/31/2001,0.0049434,Almond, Max Labeled Rate,Chlorpyrifos
6/1/2001,0.0048517,Almond, Max Labeled Rate,Chlorpyrifos
6/2/2001,15.923,Almond, Max Labeled Rate,Chlorpyrifos
6/3/2001,0.21468,Almond, Max Labeled Rate,Chlorpyrifos
6/4/2001,0.014226,Almond, Max Labeled Rate,Chlorpyrifos
6/5/2001,0.0090991,Almond, Max Labeled Rate,Chlorpyrifos
6/6/2001,0.0088126,Almond, Max Labeled Rate,Chlorpyrifos
6/7/2001,0.0086488,Almond, Max Labeled Rate,Chlorpyrifos
6/8/2001,0.0084897,Almond, Max Labeled Rate,Chlorpyrifos
6/9/2001,0.0083341,Almond, Max Labeled Rate,Chlorpyrifos
6/10/2001,0.0081815,Almond, Max Labeled Rate,Chlorpyrifos
6/11/2001,0.0080305,Almond, Max Labeled Rate,Chlorpyrifos
6/12/2001,0.0078818,Almond, Max Labeled Rate,Chlorpyrifos
6/13/2001,0.0077376,Almond, Max Labeled Rate,Chlorpyrifos
6/14/2001,0.0075949,Almond, Max Labeled Rate,Chlorpyrifos
6/15/2001,0.0074538,Almond, Max Labeled Rate,Chlorpyrifos
6/16/2001,0.0073153,Almond, Max Labeled Rate,Chlorpyrifos
6/17/2001,16.822,Almond, Max Labeled Rate,Chlorpyrifos
6/18/2001,0.17838,Almond, Max Labeled Rate,Chlorpyrifos
6/19/2001,0.015813,Almond, Max Labeled Rate,Chlorpyrifos
6/20/2001,0.011571,Almond, Max Labeled Rate,Chlorpyrifos
6/21/2001,0.01125,Almond, Max Labeled Rate,Chlorpyrifos
6/22/2001,0.011035,Almond, Max Labeled Rate,Chlorpyrifos
6/23/2001,0.010832,Almond, Max Labeled Rate,Chlorpyrifos
6/24/2001,1.4255,Almond, Max Labeled Rate,Chlorpyrifos
6/25/2001,0.04355,Almond, Max Labeled Rate,Chlorpyrifos
6/26/2001,0.011453,Almond, Max Labeled Rate,Chlorpyrifos
6/27/2001,0.010458,Almond, Max Labeled Rate,Chlorpyrifos
6/28/2001,0.010238,Almond, Max Labeled Rate,Chlorpyrifos
6/29/2001,0.010046,Almond, Max Labeled Rate,Chlorpyrifos
6/30/2001,0.0098502,Almond, Max Labeled Rate,Chlorpyrifos
7/1/2001,0.0096533,Almond, Max Labeled Rate,Chlorpyrifos
7/2/2001,0.0094674,Almond, Max Labeled Rate,Chlorpyrifos
7/3/2001,0.0092924,Almond, Max Labeled Rate,Chlorpyrifos
7/4/2001,0.0091149,Almond, Max Labeled Rate,Chlorpyrifos
7/5/2001,0.0089371,Almond, Max Labeled Rate,Chlorpyrifos
7/6/2001,0.0087663,Almond, Max Labeled Rate,Chlorpyrifos
7/7/2001,0.0085998,Almond, Max Labeled Rate,Chlorpyrifos
7/8/2001,0.0084329,Almond, Max Labeled Rate,Chlorpyrifos
7/9/2001,0.008272,Almond, Max Labeled Rate,Chlorpyrifos
7/10/2001,0.0081128,Almond, Max Labeled Rate,Chlorpyrifos
7/11/2001,0.028059,Almond, Max Labeled Rate,Chlorpyrifos
7/12/2001,0.0083015,Almond, Max Labeled Rate,Chlorpyrifos
7/13/2001,0.0076706,Almond, Max Labeled Rate,Chlorpyrifos
7/14/2001,0.007512,Almond, Max Labeled Rate,Chlorpyrifos
7/15/2001,0.0073692,Almond, Max Labeled Rate,Chlorpyrifos
7/16/2001,0.0072302,Almond, Max Labeled Rate,Chlorpyrifos
7/17/2001,0.0070929,Almond, Max Labeled Rate,Chlorpyrifos
7/18/2001,0.006955,Almond, Max Labeled Rate,Chlorpyrifos
7/19/2001,0.0068215,Almond, Max Labeled Rate,Chlorpyrifos
7/20/2001,0.0066935,Almond, Max Labeled Rate,Chlorpyrifos
7/21/2001,0.0065646,Almond, Max Labeled Rate,Chlorpyrifos
7/22/2001,0.006437,Almond, Max Labeled Rate,Chlorpyrifos
7/23/2001,0.0063132,Almond, Max Labeled Rate,Chlorpyrifos
7/24/2001,0.0061903,Almond, Max Labeled Rate,Chlorpyrifos
7/25/2001,0.0060726,Almond, Max Labeled Rate,Chlorpyrifos
7/26/2001,0.0059529,Almond, Max Labeled Rate,Chlorpyrifos
7/27/2001,0.0058391,Almond, Max Labeled Rate,Chlorpyrifos
7/28/2001,0.005731,Almond, Max Labeled Rate,Chlorpyrifos
7/29/2001,0.0056201,Almond, Max Labeled Rate,Chlorpyrifos
7/30/2001,0.0055132,Almond, Max Labeled Rate,Chlorpyrifos
7/31/2001,0.0054098,Almond, Max Labeled Rate,Chlorpyrifos
8/1/2001,0.0053058,Almond, Max Labeled Rate,Chlorpyrifos
8/2/2001,0.005201,Almond, Max Labeled Rate,Chlorpyrifos
8/3/2001,0.0051003,Almond, Max Labeled Rate,Chlorpyrifos
8/4/2001,0.0050034,Almond, Max Labeled Rate,Chlorpyrifos
8/5/2001,0.0049072,Almond, Max Labeled Rate,Chlorpyrifos
8/6/2001,0.0048114,Almond, Max Labeled Rate,Chlorpyrifos
8/7/2001,0.004717,Almond, Max Labeled Rate,Chlorpyrifos
8/8/2001,0.0046259,Almond, Max Labeled Rate,Chlorpyrifos
8/9/2001,0.0045358,Almond, Max Labeled Rate,Chlorpyrifos
8/10/2001,0.0044471,Almond, Max Labeled Rate,Chlorpyrifos
8/11/2001,0.0043602,Almond, Max Labeled Rate,Chlorpyrifos
8/12/2001,0.0042747,Almond, Max Labeled Rate,Chlorpyrifos
8/13/2001,0.0041919,Almond, Max Labeled Rate,Chlorpyrifos
8/14/2001,0.0041095,Almond, Max Labeled Rate,Chlorpyrifos
8/15/2001,0.0040306,Almond, Max Labeled Rate,Chlorpyrifos
8/16/2001,0.00395,Almond, Max Labeled Rate,Chlorpyrifos
8/17/2001,0.0038695,Almond, Max Labeled Rate,Chlorpyrifos
8/18/2001,0.0037945,Almond, Max Labeled Rate,Chlorpyrifos
8/19/2001,0.0037227,Almond, Max Labeled Rate,Chlorpyrifos
8/20/2001,0.003649,Almond, Max Labeled Rate,Chlorpyrifos
8/21/2001,0.0035772,Almond, Max Labeled Rate,Chlorpyrifos
8/22/2001,0.0035075,Almond, Max Labeled Rate,Chlorpyrifos
8/23/2001,0.0034402,Almond, Max Labeled Rate,Chlorpyrifos
8/24/2001,0.003372,Almond, Max Labeled Rate,Chlorpyrifos
8/25/2001,0.0033072,Almond, Max Labeled Rate,Chlorpyrifos
8/26/2001,0.0032413,Almond, Max Labeled Rate,Chlorpyrifos
8/27/2001,0.0031785,Almond, Max Labeled Rate,Chlorpyrifos
8/28/2001,0.0031168,Almond, Max Labeled Rate,Chlorpyrifos
8/29/2001,0.003055,Almond, Max Labeled Rate,Chlorpyrifos
8/30/2001,0.0029965,Almond, Max Labeled Rate,Chlorpyrifos
8/31/2001,0.0029373,Almond, Max Labeled Rate,Chlorpyrifos
9/1/2001,0.14281,Almond, Max Labeled Rate,Chlorpyrifos
9/2/2001,0.0062987,Almond, Max Labeled Rate,Chlorpyrifos
9/3/2001,0.0028962,Almond, Max Labeled Rate,Chlorpyrifos
9/4/2001,0.0027587,Almond, Max Labeled Rate,Chlorpyrifos
9/5/2001,0.0027023,Almond, Max Labeled Rate,Chlorpyrifos
9/6/2001,0.0026522,Almond, Max Labeled Rate,Chlorpyrifos
9/7/2001,0.002601,Almond, Max Labeled Rate,Chlorpyrifos
9/8/2001,0.0025503,Almond, Max Labeled Rate,Chlorpyrifos
9/9/2001,0.0025012,Almond, Max Labeled Rate,Chlorpyrifos
9/10/2001,0.0024532,Almond, Max Labeled Rate,Chlorpyrifos
9/11/2001,0.0024057,Almond, Max Labeled Rate,Chlorpyrifos
9/12/2001,0.0023612,Almond, Max Labeled Rate,Chlorpyrifos
9/13/2001,0.002316,Almond, Max Labeled Rate,Chlorpyrifos
9/14/2001,0.0022697,Almond, Max Labeled Rate,Chlorpyrifos
9/15/2001,0.0022273,Almond, Max Labeled Rate,Chlorpyrifos
9/16/2001,0.002186,Almond, Max Labeled Rate,Chlorpyrifos
9/17/2001,0.002145,Almond, Max Labeled Rate,Chlorpyrifos
9/18/2001,0.0021045,Almond, Max Labeled Rate,Chlorpyrifos
9/19/2001,0.0020639,Almond, Max Labeled Rate,Chlorpyrifos
9/20/2001,0.0020239,Almond, Max Labeled Rate,Chlorpyrifos
9/21/2001,9.4253,Almond, Max Labeled Rate,Chlorpyrifos
9/22/2001,0.15491,Almond, Max Labeled Rate,Chlorpyrifos
9/23/2001,0.0083377,Almond, Max Labeled Rate,Chlorpyrifos
9/24/2001,0.0046192,Almond, Max Labeled Rate,Chlorpyrifos
9/25/2001,20.542,Almond, Max Labeled Rate,Chlorpyrifos
9/26/2001,0.13608,Almond, Max Labeled Rate,Chlorpyrifos
9/27/2001,0.013235,Almond, Max Labeled Rate,Chlorpyrifos
9/28/2001,0.010009,Almond, Max Labeled Rate,Chlorpyrifos
9/29/2001,0.0097441,Almond, Max Labeled Rate,Chlorpyrifos
9/30/2001,0.0095609,Almond, Max Labeled Rate,Chlorpyrifos
10/1/2001,0.0093849,Almond, Max Labeled Rate,Chlorpyrifos
10/2/2001,0.0092112,Almond, Max Labeled Rate,Chlorpyrifos
10/3/2001,0.0090389,Almond, Max Labeled Rate,Chlorpyrifos
10/4/2001,0.0088697,Almond, Max Labeled Rate,Chlorpyrifos
10/5/2001,0.0087049,Almond, Max Labeled Rate,Chlorpyrifos
10/6/2001,0.0085406,Almond, Max Labeled Rate,Chlorpyrifos
10/7/2001,0.0083795,Almond, Max Labeled Rate,Chlorpyrifos
10/8/2001,0.0082263,Almond, Max Labeled Rate,Chlorpyrifos
10/9/2001,0.0080772,Almond, Max Labeled Rate,Chlorpyrifos
10/10/2001,0.0079283,Almond, Max Labeled Rate,Chlorpyrifos
10/11/2001,0.007782,Almond, Max Labeled Rate,Chlorpyrifos
10/12/2001,0.00764,Almond, Max Labeled Rate,Chlorpyrifos
10/13/2001,0.0074993,Almond, Max Labeled Rate,Chlorpyrifos
10/14/2001,0.0073588,Almond, Max Labeled Rate,Chlorpyrifos
10/15/2001,0.0072205,Almond, Max Labeled Rate,Chlorpyrifos
10/16/2001,0.0070902,Almond, Max Labeled Rate,Chlorpyrifos
10/17/2001,0.0069581,Almond, Max Labeled Rate,Chlorpyrifos
10/18/2001,0.0068323,Almond, Max Labeled Rate,Chlorpyrifos
10/19/2001,0.0067086,Almond, Max Labeled Rate,Chlorpyrifos
10/20/2001,0.0065865,Almond, Max Labeled Rate,Chlorpyrifos
10/21/2001,0.0064659,Almond, Max Labeled Rate,Chlorpyrifos
10/22/2001,0.0063489,Almond, Max Labeled Rate,Chlorpyrifos
10/23/2001,0.0062323,Almond, Max Labeled Rate,Chlorpyrifos
10/24/2001,0.0061163,Almond, Max Labeled Rate,Chlorpyrifos
10/25/2001,0.0060055,Almond, Max Labeled Rate,Chlorpyrifos
10/26/2001,0.0058963,Almond, Max Labeled Rate,Chlorpyrifos
10/27/2001,0.0057895,Almond, Max Labeled Rate,Chlorpyrifos
10/28/2001,0.0056849,Almond, Max Labeled Rate,Chlorpyrifos
10/29/2001,0.0055825,Almond, Max Labeled Rate,Chlorpyrifos
10/30/2001,0.005481,Almond, Max Labeled Rate,Chlorpyrifos
10/31/2001,0.0053818,Almond, Max Labeled Rate,Chlorpyrifos
11/1/2001,0.0052839,Almond, Max Labeled Rate,Chlorpyrifos
11/2/2001,0.0051877,Almond, Max Labeled Rate,Chlorpyrifos
11/3/2001,0.0050944,Almond, Max Labeled Rate,Chlorpyrifos
11/4/2001,0.0050027,Almond, Max Labeled Rate,Chlorpyrifos
11/5/2001,0.0049113,Almond, Max Labeled Rate,Chlorpyrifos
11/6/2001,0.0048227,Almond, Max Labeled Rate,Chlorpyrifos
11/7/2001,0.0047362,Almond, Max Labeled Rate,Chlorpyrifos
11/8/2001,0.0046514,Almond, Max Labeled Rate,Chlorpyrifos
11/9/2001,0.0045669,Almond, Max Labeled Rate,Chlorpyrifos
11/10/2001,0.004485,Almond, Max Labeled Rate,Chlorpyrifos
11/11/2001,0.0044043,Almond, Max Labeled Rate,Chlorpyrifos
11/12/2001,0.0043254,Almond, Max Labeled Rate,Chlorpyrifos
11/13/2001,0.0042486,Almond, Max Labeled Rate,Chlorpyrifos
11/14/2001,0.0041726,Almond, Max Labeled Rate,Chlorpyrifos
11/15/2001,0.004098,Almond, Max Labeled Rate,Chlorpyrifos
11/16/2001,0.0040248,Almond, Max Labeled Rate,Chlorpyrifos
11/17/2001,0.003953,Almond, Max Labeled Rate,Chlorpyrifos
11/18/2001,0.0038824,Almond, Max Labeled Rate,Chlorpyrifos
11/19/2001,0.0038128,Almond, Max Labeled Rate,Chlorpyrifos
11/20/2001,0.0037444,Almond, Max Labeled Rate,Chlorpyrifos
11/21/2001,0.003678,Almond, Max Labeled Rate,Chlorpyrifos
11/22/2001,0.0036129,Almond, Max Labeled Rate,Chlorpyrifos
11/23/2001,0.0035487,Almond, Max Labeled Rate,Chlorpyrifos
11/24/2001,0.0034853,Almond, Max Labeled Rate,Chlorpyrifos
11/25/2001,0.0034229,Almond, Max Labeled Rate,Chlorpyrifos
11/26/2001,0.2941,Almond, Max Labeled Rate,Chlorpyrifos
11/27/2001,0.010447,Almond, Max Labeled Rate,Chlorpyrifos
11/28/2001,0.0035035,Almond, Max Labeled Rate,Chlorpyrifos
11/29/2001,0.0032723,Almond, Max Labeled Rate,Chlorpyrifos
11/30/2001,0.0032095,Almond, Max Labeled Rate,Chlorpyrifos
12/1/2001,4.2592,Almond, Max Labeled Rate,Chlorpyrifos
12/2/2001,0.077195,Almond, Max Labeled Rate,Chlorpyrifos
12/3/2001,0.0060659,Almond, Max Labeled Rate,Chlorpyrifos
12/4/2001,0.0042247,Almond, Max Labeled Rate,Chlorpyrifos
12/5/2001,0.0041063,Almond, Max Labeled Rate,Chlorpyrifos
12/6/2001,0.0040319,Almond, Max Labeled Rate,Chlorpyrifos
12/7/2001,0.0039602,Almond, Max Labeled Rate,Chlorpyrifos
12/8/2001,0.0038899,Almond, Max Labeled Rate,Chlorpyrifos
12/9/2001,0.11803,Almond, Max Labeled Rate,Chlorpyrifos
12/10/2001,0.0065889,Almond, Max Labeled Rate,Chlorpyrifos
12/11/2001,0.0037886,Almond, Max Labeled Rate,Chlorpyrifos
12/12/2001,0.0036545,Almond, Max Labeled Rate,Chlorpyrifos
12/13/2001,0.0035872,Almond, Max Labeled Rate,Chlorpyrifos
12/14/2001,0.0035237,Almond, Max Labeled Rate,Chlorpyrifos
12/15/2001,0.060243,Almond, Max Labeled Rate,Chlorpyrifos
12/16/2001,0.0048158,Almond, Max Labeled Rate,Chlorpyrifos
12/17/2001,0.0033905,Almond, Max Labeled Rate,Chlorpyrifos
12/18/2001,3.5303,Almond, Max Labeled Rate,Chlorpyrifos
12/19/2001,0.063852,Almond, Max Labeled Rate,Chlorpyrifos
12/20/2001,0.0056661,Almond, Max Labeled Rate,Chlorpyrifos
12/21/2001,0.0041472,Almond, Max Labeled Rate,Chlorpyrifos
12/22/2001,0.0040393,Almond, Max Labeled Rate,Chlorpyrifos
12/23/2001,0.003967,Almond, Max Labeled Rate,Chlorpyrifos
12/24/2001,0.0038963,Almond, Max Labeled Rate,Chlorpyrifos
12/25/2001,0.0038282,Almond, Max Labeled Rate,Chlorpyrifos
12/26/2001,0.0037612,Almond, Max Labeled Rate,Chlorpyrifos
12/27/2001,0.003695,Almond, Max Labeled Rate,Chlorpyrifos
12/28/2001,0.0036301,Almond, Max Labeled Rate,Chlorpyrifos
12/29/2001,0.0035665,Almond, Max Labeled Rate,Chlorpyrifos
12/30/2001,0.003504,Almond, Max Labeled Rate,Chlorpyrifos
12/31/2001,0.0034428,Almond, Max Labeled Rate,Chlorpyrifos
1/1/1993,0.002102,Almond,Section Level Rate,Chlorpyrifos
1/2/1993,0.00065522,Almond,Section Level Rate,Chlorpyrifos
1/3/1993,0.00060876,Almond,Section Level Rate,Chlorpyrifos
1/4/1993,0.0005972,Almond,Section Level Rate,Chlorpyrifos
1/5/1993,0.16998,Almond,Section Level Rate,Chlorpyrifos
1/6/1993,0.003543,Almond,Section Level Rate,Chlorpyrifos
1/7/1993,0.00068748,Almond,Section Level Rate,Chlorpyrifos
1/8/1993,0.00060603,Almond,Section Level Rate,Chlorpyrifos
1/9/1993,0.00059376,Almond,Section Level Rate,Chlorpyrifos
1/10/1993,0.00058339,Almond,Section Level Rate,Chlorpyrifos
1/11/1993,0.00057316,Almond,Section Level Rate,Chlorpyrifos
1/12/1993,0.00056316,Almond,Section Level Rate,Chlorpyrifos
1/13/1993,0.028221,Almond,Section Level Rate,Chlorpyrifos
1/14/1993,0.019235,Almond,Section Level Rate,Chlorpyrifos
1/15/1993,0.00099075,Almond,Section Level Rate,Chlorpyrifos
1/16/1993,0.00054912,Almond,Section Level Rate,Chlorpyrifos
1/17/1993,0.00052902,Almond,Section Level Rate,Chlorpyrifos
1/18/1993,0.00051957,Almond,Section Level Rate,Chlorpyrifos
1/19/1993,0.00051055,Almond,Section Level Rate,Chlorpyrifos
1/20/1993,0.00050169,Almond,Section Level Rate,Chlorpyrifos
1/21/1993,0.00049299,Almond,Section Level Rate,Chlorpyrifos
1/22/1993,0.1698,Almond,Section Level Rate,Chlorpyrifos
1/23/1993,0.0047119,Almond,Section Level Rate,Chlorpyrifos
1/24/1993,0.00062129,Almond,Section Level Rate,Chlorpyrifos
1/25/1993,0.0005106,Almond,Section Level Rate,Chlorpyrifos
1/26/1993,0.00049931,Almond,Section Level Rate,Chlorpyrifos
1/27/1993,0.0004906,Almond,Section Level Rate,Chlorpyrifos
1/28/1993,0.00048207,Almond,Section Level Rate,Chlorpyrifos
1/29/1993,0.00047369,Almond,Section Level Rate,Chlorpyrifos
1/30/1993,0.00046546,Almond,Section Level Rate,Chlorpyrifos
1/31/1993,0.00045735,Almond,Section Level Rate,Chlorpyrifos
2/1/1993,0.00044942,Almond,Section Level Rate,Chlorpyrifos
2/2/1993,0.00044164,Almond,Section Level Rate,Chlorpyrifos
2/3/1993,0.000434,Almond,Section Level Rate,Chlorpyrifos
2/4/1993,0.00042649,Almond,Section Level Rate,Chlorpyrifos
2/5/1993,0.0004191,Almond,Section Level Rate,Chlorpyrifos
2/6/1993,0.00041185,Almond,Section Level Rate,Chlorpyrifos
2/7/1993,0.00040473,Almond,Section Level Rate,Chlorpyrifos
2/8/1993,0.00039773,Almond,Section Level Rate,Chlorpyrifos
2/9/1993,0.00039086,Almond,Section Level Rate,Chlorpyrifos
2/10/1993,0.00038411,Almond,Section Level Rate,Chlorpyrifos
2/11/1993,0.00037747,Almond,Section Level Rate,Chlorpyrifos
2/12/1993,0.00037094,Almond,Section Level Rate,Chlorpyrifos
2/13/1993,2.9163,Almond,Section Level Rate,Chlorpyrifos
2/14/1993,0.067278,Almond,Section Level Rate,Chlorpyrifos
2/15/1993,0.0028466,Almond,Section Level Rate,Chlorpyrifos
2/16/1993,0.0012232,Almond,Section Level Rate,Chlorpyrifos
2/17/1993,3.745,Almond,Section Level Rate,Chlorpyrifos
2/18/1993,0.083845,Almond,Section Level Rate,Chlorpyrifos
2/19/1993,0.0042443,Almond,Section Level Rate,Chlorpyrifos
2/20/1993,0.0022255,Almond,Section Level Rate,Chlorpyrifos
2/21/1993,0.0021387,Almond,Section Level Rate,Chlorpyrifos
2/22/1993,0.0021,Almond,Section Level Rate,Chlorpyrifos
2/23/1993,0.0020641,Almond,Section Level Rate,Chlorpyrifos
2/24/1993,0.0020286,Almond,Section Level Rate,Chlorpyrifos
2/25/1993,0.0019937,Almond,Section Level Rate,Chlorpyrifos
2/26/1993,0.0019594,Almond,Section Level Rate,Chlorpyrifos
2/27/1993,0.0019257,Almond,Section Level Rate,Chlorpyrifos
2/28/1993,0.0018925,Almond,Section Level Rate,Chlorpyrifos
3/1/1993,0.0018599,Almond,Section Level Rate,Chlorpyrifos
3/2/1993,0.0018279,Almond,Section Level Rate,Chlorpyrifos
3/3/1993,0.0017964,Almond,Section Level Rate,Chlorpyrifos
3/4/1993,0.0017654,Almond,Section Level Rate,Chlorpyrifos
3/5/1993,0.0017343,Almond,Section Level Rate,Chlorpyrifos
3/6/1993,0.0017046,Almond,Section Level Rate,Chlorpyrifos
3/7/1993,0.0016755,Almond,Section Level Rate,Chlorpyrifos
3/8/1993,0.0016467,Almond,Section Level Rate,Chlorpyrifos
3/9/1993,0.0016179,Almond,Section Level Rate,Chlorpyrifos
3/10/1993,0.0015901,Almond,Section Level Rate,Chlorpyrifos
3/11/1993,0.0015623,Almond,Section Level Rate,Chlorpyrifos
3/12/1993,0.0015356,Almond,Section Level Rate,Chlorpyrifos
3/13/1993,0.0015091,Almond,Section Level Rate,Chlorpyrifos
3/14/1993,11.872,Almond,Section Level Rate,Chlorpyrifos
3/15/1993,0.1598,Almond,Section Level Rate,Chlorpyrifos
3/16/1993,0.0087273,Almond,Section Level Rate,Chlorpyrifos
3/17/1993,0.0048832,Almond,Section Level Rate,Chlorpyrifos
3/18/1993,0.30414,Almond,Section Level Rate,Chlorpyrifos
3/19/1993,0.012039,Almond,Section Level Rate,Chlorpyrifos
3/20/1993,0.004814,Almond,Section Level Rate,Chlorpyrifos
3/21/1993,0.0045547,Almond,Section Level Rate,Chlorpyrifos
3/22/1993,0.0044721,Almond,Section Level Rate,Chlorpyrifos
3/23/1993,0.0043954,Almond,Section Level Rate,Chlorpyrifos
3/24/1993,6.2451,Almond,Section Level Rate,Chlorpyrifos
3/25/1993,0.11211,Almond,Section Level Rate,Chlorpyrifos
3/26/1993,0.0086161,Almond,Section Level Rate,Chlorpyrifos
3/27/1993,0.0059403,Almond,Section Level Rate,Chlorpyrifos
3/28/1993,0.0057736,Almond,Section Level Rate,Chlorpyrifos
3/29/1993,0.0056719,Almond,Section Level Rate,Chlorpyrifos
3/30/1993,0.0055719,Almond,Section Level Rate,Chlorpyrifos
3/31/1993,0.0054757,Almond,Section Level Rate,Chlorpyrifos
4/1/1993,0.034106,Almond,Section Level Rate,Chlorpyrifos
4/2/1993,0.057602,Almond,Section Level Rate,Chlorpyrifos
4/3/1993,0.0065094,Almond,Section Level Rate,Chlorpyrifos
4/4/1993,0.0051592,Almond,Section Level Rate,Chlorpyrifos
4/5/1993,0.0050388,Almond,Section Level Rate,Chlorpyrifos
4/6/1993,0.0049501,Almond,Section Level Rate,Chlorpyrifos
4/7/1993,0.0048637,Almond,Section Level Rate,Chlorpyrifos
4/8/1993,0.004779,Almond,Section Level Rate,Chlorpyrifos
4/9/1993,0.0046953,Almond,Section Level Rate,Chlorpyrifos
4/10/1993,0.004612,Almond,Section Level Rate,Chlorpyrifos
4/11/1993,4.2476,Almond,Section Level Rate,Chlorpyrifos
4/12/1993,0.080984,Almond,Section Level Rate,Chlorpyrifos
4/13/1993,0.0074701,Almond,Section Level Rate,Chlorpyrifos
4/14/1993,0.0055459,Almond,Section Level Rate,Chlorpyrifos
4/15/1993,0.0054031,Almond,Section Level Rate,Chlorpyrifos
4/16/1993,0.0053064,Almond,Section Level Rate,Chlorpyrifos
4/17/1993,8.3114,Almond,Section Level Rate,Chlorpyrifos
4/18/1993,0.093794,Almond,Section Level Rate,Chlorpyrifos
4/19/1993,0.0095494,Almond,Section Level Rate,Chlorpyrifos
4/20/1993,0.0073276,Almond,Section Level Rate,Chlorpyrifos
4/21/1993,0.0071469,Almond,Section Level Rate,Chlorpyrifos
4/22/1993,0.3535,Almond,Section Level Rate,Chlorpyrifos
4/23/1993,0.015305,Almond,Section Level Rate,Chlorpyrifos
4/24/1993,0.007077,Almond,Section Level Rate,Chlorpyrifos
4/25/1993,0.0067542,Almond,Section Level Rate,Chlorpyrifos
4/26/1993,0.0066292,Almond,Section Level Rate,Chlorpyrifos
4/27/1993,2.1949,Almond,Section Level Rate,Chlorpyrifos
4/28/1993,0.050169,Almond,Section Level Rate,Chlorpyrifos
4/29/1993,0.007984,Almond,Section Level Rate,Chlorpyrifos
4/30/1993,0.0068148,Almond,Section Level Rate,Chlorpyrifos
5/1/1993,0.0066678,Almond,Section Level Rate,Chlorpyrifos
5/2/1993,0.006548,Almond,Section Level Rate,Chlorpyrifos
5/3/1993,0.0064302,Almond,Section Level Rate,Chlorpyrifos
5/4/1993,0.0063149,Almond,Section Level Rate,Chlorpyrifos
5/5/1993,0.0062015,Almond,Section Level Rate,Chlorpyrifos
5/6/1993,0.088163,Almond,Section Level Rate,Chlorpyrifos
5/7/1993,0.0080153,Almond,Section Level Rate,Chlorpyrifos
5/8/1993,0.0059474,Almond,Section Level Rate,Chlorpyrifos
